276.0,396.0
647.0,507.0
438.0,525.0
356.0,305.0
573.0,109.0
536.0,364.0
298.0,256.0
67.0,183.0
189.0,476.0
103.0,382.0
488.0,342.0
629.0,329.0
586.0,511.0
505.0,209.0
79.0,133.0
334.0,219.0
307.0,9.0
376.0,588.0
123.0,70.0
210.0,369.0
652.0,87.0
335.0,577.0
570.0,269.0
616.0,290.0
381.0,380.0
640.0,128.0
110.0,121.0
276.0,555.0
467.0,281.0
286.0,39.0
115.0,68.0
195.0,149.0
213.0,385.0
433.0,384.0
26.0,289.0
363.0,216.0
519.0,437.0
521.0,528.0
418.0,168.0
452.0,252.0
158.0,424.0
89.0,364.0
20.0,162.0
469.0,568.0
497.0,219.0
615.0,141.0
486.0,59.0
300.0,383.0
675.0,520.0
448.0,44.0
656.0,324.0
67.0,254.0
421.0,188.0
596.0,193.0
21.0,236.0
601.0,303.0
575.0,230.0
83.0,105.0
507.0,422.0
670.0,266.0
648.0,228.0
396.0,410.0
36.0,170.0
429.0,308.0
625.0,164.0
195.0,152.0
224.0,433.0
406.0,528.0
408.0,335.0
133.0,562.0
329.0,223.0
195.0,213.0
249.0,16.0
32.0,541.0
155.0,591.0
553.0,448.0
112.0,458.0
197.0,443.0
477.0,585.0
119.0,50.0
282.0,590.0
674.0,287.0
245.0,310.0
580.0,136.0
89.0,295.0
77.0,294.0
483.0,546.0
681.0,384.0
228.0,542.0
40.0,374.0
479.0,580.0
239.0,198.0
296.0,545.0
483.0,165.0
48.0,192.0
502.0,149.0
163.0,118.0
467.0,148.0
110.0,545.0
677.0,387.0
659.0,516.0
16.0,326.0
302.0,40.0
410.0,101.0
645.0,206.0
503.0,314.0
232.0,564.0
693.0,430.0
288.0,189.0
30.0,13.0
643.0,101.0
35.0,187.0
273.0,587.0
672.0,217.0
233.0,45.0
411.0,317.0
115.0,436.0
536.0,227.0
153.0,466.0
591.0,134.0
346.0,93.0
468.0,522.0
394.0,571.0
104.0,365.0
210.0,494.0
112.0,66.0
414.0,132.0
187.0,557.0
172.0,175.0
202.0,183.0
474.0,195.0
133.0,146.0
529.0,194.0
141.0,106.0
295.0,357.0
225.0,82.0
186.0,168.0
386.0,7.0
232.0,224.0
236.0,180.0
530.0,49.0
462.0,524.0
551.0,237.0
120.0,192.0
609.0,172.0
372.0,508.0
140.0,176.0
627.0,100.0
115.0,89.0
53.0,265.0
388.0,426.0
317.0,82.0
212.0,426.0
124.0,361.0
533.0,427.0
357.0,185.0
159.0,163.0
313.0,545.0
337.0,278.0
629.0,441.0
436.0,500.0
551.0,542.0
252.0,229.0
273.0,560.0
153.0,187.0
89.0,408.0
594.0,120.0
559.0,248.0
507.0,385.0
662.0,63.0
18.0,411.0
443.0,165.0
326.0,51.0
302.0,217.0
76.0,558.0
564.0,88.0
1.0,189.0
294.0,400.0
400.0,269.0
85.0,588.0
200.0,82.0
309.0,195.0
36.0,316.0
386.0,281.0
120.0,538.0
357.0,315.0
323.0,322.0
353.0,70.0
214.0,562.0
366.0,299.0
697.0,97.0
429.0,134.0
506.0,391.0
249.0,572.0
660.0,458.0
529.0,179.0
474.0,4.0
38.0,550.0
344.0,183.0
212.0,410.0
367.0,345.0
492.0,239.0
665.0,359.0
581.0,246.0
486.0,273.0
597.0,295.0
35.0,460.0
553.0,315.0
48.0,361.0
436.0,496.0
195.0,108.0
612.0,277.0
207.0,279.0
571.0,316.0
271.0,177.0
40.0,99.0
606.0,582.0
487.0,20.0
371.0,69.0
387.0,26.0
679.0,113.0
184.0,286.0
483.0,134.0
132.0,582.0
334.0,170.0
102.0,277.0
227.0,358.0
647.0,539.0
382.0,340.0
343.0,260.0
283.0,399.0
344.0,492.0
488.0,436.0
301.0,598.0
195.0,185.0
297.0,68.0
272.0,354.0
20.0,514.0
23.0,458.0
658.0,324.0
267.0,584.0
555.0,153.0
186.0,383.0
293.0,246.0
336.0,282.0
79.0,30.0
328.0,296.0
329.0,415.0
286.0,154.0
191.0,514.0
300.0,416.0
584.0,40.0
631.0,144.0
596.0,513.0
230.0,301.0
408.0,140.0
211.0,79.0
466.0,115.0
332.0,362.0
270.0,564.0
145.0,173.0
423.0,63.0
576.0,313.0
564.0,324.0
690.0,237.0
663.0,101.0
516.0,387.0
614.0,60.0
132.0,188.0
55.0,184.0
448.0,487.0
320.0,170.0
130.0,418.0
455.0,275.0
353.0,391.0
53.0,356.0
381.0,117.0
430.0,37.0
238.0,99.0
191.0,409.0
688.0,190.0
487.0,432.0
81.0,134.0
481.0,479.0
652.0,186.0
134.0,435.0
549.0,576.0
237.0,365.0
0.0,371.0
138.0,187.0
237.0,151.0
628.0,548.0
644.0,455.0
446.0,481.0
53.0,457.0
611.0,38.0
518.0,414.0
489.0,6.0
349.0,137.0
5.0,24.0
239.0,15.0
377.0,354.0
361.0,589.0
231.0,311.0
399.0,385.0
269.0,112.0
624.0,522.0
444.0,239.0
369.0,333.0
258.0,329.0
61.0,48.0
239.0,362.0
590.0,58.0
520.0,599.0
672.0,318.0
11.0,81.0
661.0,464.0
218.0,546.0
669.0,491.0
695.0,408.0
469.0,208.0
135.0,36.0
522.0,550.0
617.0,160.0
509.0,5.0
213.0,25.0
339.0,43.0
642.0,459.0
587.0,413.0
103.0,55.0
67.0,373.0
284.0,133.0
421.0,518.0
544.0,11.0
196.0,412.0
519.0,192.0
257.0,259.0
44.0,45.0
112.0,560.0
527.0,294.0
491.0,295.0
424.0,581.0
521.0,529.0
244.0,242.0
147.0,56.0
645.0,228.0
446.0,273.0
490.0,548.0
553.0,192.0
535.0,376.0
461.0,431.0
334.0,412.0
426.0,151.0
479.0,236.0
217.0,22.0
583.0,31.0
251.0,405.0
139.0,385.0
190.0,59.0
112.0,501.0
408.0,353.0
135.0,75.0
230.0,295.0
587.0,118.0
95.0,515.0
273.0,74.0
301.0,500.0
335.0,450.0
46.0,362.0
26.0,189.0
550.0,370.0
259.0,283.0
337.0,76.0
97.0,551.0
